38 ed | 00111000 11101101 | cmp ch, ch
3a ed | 00111010 11101101 | cmp ch, ch
38 c9 | 00111000 11001001 | cmp cl, cl
3a c9 | 00111010 11001001 | cmp cl, cl
39 c9 | 00111001 11001001 | cmp cx, cx
3b c9 | 00111011 11001001 | cmp cx, cx
38 f6 | 00111000 11110110 | cmp dh, dh
3a f6 | 00111010 11110110 | cmp dh, dh
39 ff | 00111001 11111111 | cmp di, di
3b ff | 00111011 11111111 | cmp di, di
38 d2 | 00111000 11010010 | cmp dl, dl
3a d2 | 00111010 11010010 | cmp dl, dl
39 d2 | 00111001 11010010 | cmp dx, dx
3b d2 | 00111011 11010010 | cmp dx, dx
39 f6 | 00111001 11110110 | cmp si, si
3b f6 | 00111011 11110110 | cmp si, si
11 e4 | 00010001 11100100 | adc sp, sp
13 e4 | 00010011 11100100 | adc sp, sp
10 e4 | 00010000 11100100 | adc ah, ah
12 e4 | 00010010 11100100 | adc ah, ah
10 c0 | 00010000 11000000 | adc al, al
12 c0 | 00010010 11000000 | adc al, al
11 c0 | 00010001 11000000 | adc ax, ax
13 c0 | 00010011 11000000 | adc ax, ax
10 ff | 00010000 11111111 | adc bh, bh
12 ff | 00010010 11111111 | adc bh, bh
10 db | 00010000 11011011 | adc bl, bl
12 db | 00010010 11011011 | adc bl, bl
11 ed | 00010001 11101101 | adc bp, bp
13 ed | 00010011 11101101 | adc bp, bp
11 db | 00010001 11011011 | adc bx, bx
13 db | 00010011 11011011 | adc bx, bx
10 ed | 00010000 11101101 | adc ch, ch
12 ed | 00010010 11101101 | adc ch, ch
10 c9 | 00010000 11001001 | adc cl, cl
12 c9 | 00010010 11001001 | adc cl, cl
11 c9 | 00010001 11001001 | adc cx, cx
13 c9 | 00010011 11001001 | adc cx, cx
10 f6 | 00010000 11110110 | adc dh, dh
12 f6 | 00010010 11110110 | adc dh, dh
11 ff | 00010001 11111111 | adc di, di
13 ff | 00010011 11111111 | adc di, di
10 d2 | 00010000 11010010 | adc dl, dl
12 d2 | 00010010 11010010 | adc dl, dl
11 d2 | 00010001 11010010 | adc dx, dx
13 d2 | 00010011 11010010 | adc dx, dx
11 f6 | 00010001 11110110 | adc si, si
13 f6 | 00010011 11110110 | adc si, si
66 0f 58 c0 | 01100110 00001111 01011000 11000000 | addps xmm0, xmm0
64 0f 58 c0 | 01100100 00001111 01011000 11000000 | addps xmm0, xmm0
66 0f 58 c9 | 01100110 00001111 01011000 11001001 | addps xmm1, xmm1
64 0f 58 c9 | 01100100 00001111 01011000 11001001 | addps xmm1, xmm1
66 0f 58 d2 | 01100110 00001111 01011000 11010010 | addps xmm2, xmm2
64 0f 58 d2 | 01100100 00001111 01011000 11010010 | addps xmm2, xmm2
66 0f 58 db | 01100110 00001111 01011000 11011011 | addps xmm3, xmm3
64 0f 58 db | 01100100 00001111 01011000 11011011 | addps xmm3, xmm3
66 0f 58 e4 | 01100110 00001111 01011000 11100100 | addps xmm4, xmm4
64 0f 58 e4 | 01100100 00001111 01011000 11100100 | addps xmm4, xmm4
66 0f 58 ed | 01100110 00001111 01011000 11101101 | addps xmm5, xmm5
64 0f 58 ed | 01100100 00001111 01011000 11101101 | addps xmm5, xmm5
66 0f 58 f6 | 01100110 00001111 01011000 11110110 | addps xmm6, xmm6
64 0f 58 f6 | 01100100 00001111 01011000 11110110 | addps xmm6, xmm6
66 0f 58 ff | 01100110 00001111 01011000 11111111 | addps xmm7, xmm7
64 0f 58 ff | 01100100 00001111 01011000 11111111 | addps xmm7, xmm7
66 0f 55 c0 | 01100110 00001111 01010101 11000000 | andnps xmm0, xmm0
64 0f 55 c0 | 01100100 00001111 01010101 11000000 | andnps xmm0, xmm0
66 0f 55 c9 | 01100110 00001111 01010101 11001001 | andnps xmm1, xmm1
64 0f 55 c9 | 01100100 00001111 01010101 11001001 | andnps xmm1, xmm1
66 0f 55 d2 | 01100110 00001111 01010101 11010010 | andnps xmm2, xmm2
64 0f 55 d2 | 01100100 00001111 01010101 11010010 | andnps xmm2, xmm2
66 0f 55 db | 01100110 00001111 01010101 11011011 | andnps xmm3, xmm3
64 0f 55 db | 01100100 00001111 01010101 11011011 | andnps xmm3, xmm3
66 0f 55 e4 | 01100110 00001111 01010101 11100100 | andnps xmm4, xmm4
64 0f 55 e4 | 01100100 00001111 01010101 11100100 | andnps xmm4, xmm4
66 0f 55 ed | 01100110 00001111 01010101 11101101 | andnps xmm5, xmm5
64 0f 55 ed | 01100100 00001111 01010101 11101101 | andnps xmm5, xmm5
66 0f 55 f6 | 01100110 00001111 01010101 11110110 | andnps xmm6, xmm6
64 0f 55 f6 | 01100100 00001111 01010101 11110110 | andnps xmm6, xmm6
66 0f 55 ff | 01100110 00001111 01010101 11111111 | andnps xmm7, xmm7
64 0f 55 ff | 01100100 00001111 01010101 11111111 | andnps xmm7, xmm7
66 0f 54 c0 | 01100110 00001111 01010100 11000000 | andps xmm0, xmm0
64 0f 54 c0 | 01100100 00001111 01010100 11000000 | andps xmm0, xmm0
66 0f 54 c9 | 01100110 00001111 01010100 11001001 | andps xmm1, xmm1
64 0f 54 c9 | 01100100 00001111 01010100 11001001 | andps xmm1, xmm1
66 0f 54 d2 | 01100110 00001111 01010100 11010010 | andps xmm2, xmm2
64 0f 54 d2 | 01100100 00001111 01010100 11010010 | andps xmm2, xmm2
66 0f 54 db | 01100110 00001111 01010100 11011011 | andps xmm3, xmm3
64 0f 54 db | 01100100 00001111 01010100 11011011 | andps xmm3, xmm3
66 0f 54 e4 | 01100110 00001111 01010100 11100100 | andps xmm4, xmm4
64 0f 54 e4 | 01100100 00001111 01010100 11100100 | andps xmm4, xmm4
66 0f 54 ed | 01100110 00001111 01010100 11101101 | andps xmm5, xmm5
64 0f 54 ed | 01100100 00001111 01010100 11101101 | andps xmm5, xmm5
66 0f 54 f6 | 01100110 00001111 01010100 11110110 | andps xmm6, xmm6
64 0f 54 f6 | 01100100 00001111 01010100 11110110 | andps xmm6, xmm6
66 0f 54 ff | 01100110 00001111 01010100 11111111 | andps xmm7, xmm7
64 0f 54 ff | 01100100 00001111 01010100 11111111 | andps xmm7, xmm7
66 0f 2f c0 | 01100110 00001111 00101111 11000000 | comiss xmm0, xmm0
64 0f 2f c0 | 01100100 00001111 00101111 11000000 | comiss xmm0, xmm0
66 0f 2f c9 | 01100110 00001111 00101111 11001001 | comiss xmm1, xmm1
64 0f 2f c9 | 01100100 00001111 00101111 11001001 | comiss xmm1, xmm1
66 0f 2f d2 | 01100110 00001111 00101111 11010010 | comiss xmm2, xmm2
64 0f 2f d2 | 01100100 00001111 00101111 11010010 | comiss xmm2, xmm2
66 0f 2f db | 01100110 00001111 00101111 11011011 | comiss xmm3, xmm3
64 0f 2f db | 01100100 00001111 00101111 11011011 | comiss xmm3, xmm3
66 0f 2f e4 | 01100110 00001111 00101111 11100100 | comiss xmm4, xmm4
64 0f 2f e4 | 01100100 00001111 00101111 11100100 | comiss xmm4, xmm4
66 0f 2f ed | 01100110 00001111 00101111 11101101 | comiss xmm5, xmm5
64 0f 2f ed | 01100100 00001111 00101111 11101101 | comiss xmm5, xmm5
66 0f 2f f6 | 01100110 00001111 00101111 11110110 | comiss xmm6, xmm6
64 0f 2f f6 | 01100100 00001111 00101111 11110110 | comiss xmm6, xmm6
66 0f 2f ff | 01100110 00001111 00101111 11111111 | comiss xmm7, xmm7
64 0f 2f ff | 01100100 00001111 00101111 11111111 | comiss xmm7, xmm7
66 0f 5a c0 | 01100110 00001111 01011010 11000000 | cvtps2pd xmm0, xmm0
64 0f 5a c0 | 01100100 00001111 01011010 11000000 | cvtps2pd xmm0, xmm0
66 0f 5a c9 | 01100110 00001111 01011010 11001001 | cvtps2pd xmm1, xmm1
64 0f 5a c9 | 01100100 00001111 01011010 11001001 | cvtps2pd xmm1, xmm1
66 0f 5a d2 | 01100110 00001111 01011010 11010010 | cvtps2pd xmm2, xmm2
64 0f 5a d2 | 01100100 00001111 01011010 11010010 | cvtps2pd xmm2, xmm2
66 0f 5a db | 01100110 00001111 01011010 11011011 | cvtps2pd xmm3, xmm3
64 0f 5a db | 01100100 00001111 01011010 11011011 | cvtps2pd xmm3, xmm3
66 0f 5a e4 | 01100110 00001111 01011010 11100100 | cvtps2pd xmm4, xmm4
64 0f 5a e4 | 01100100 00001111 01011010 11100100 | cvtps2pd xmm4, xmm4
66 0f 5a ed | 01100110 00001111 01011010 11101101 | cvtps2pd xmm5, xmm5
64 0f 5a ed | 01100100 00001111 01011010 11101101 | cvtps2pd xmm5, xmm5
66 0f 5a f6 | 01100110 00001111 01011010 11110110 | cvtps2pd xmm6, xmm6
64 0f 5a f6 | 01100100 00001111 01011010 11110110 | cvtps2pd xmm6, xmm6
66 0f 5a ff | 01100110 00001111 01011010 11111111 | cvtps2pd xmm7, xmm7
64 0f 5a ff | 01100100 00001111 01011010 11111111 | cvtps2pd xmm7, xmm7
66 0f 5b c0 | 01100110 00001111 01011011 11000000 | cvtdq2ps xmm0, xmm0
64 0f 5b c0 | 01100100 00001111 01011011 11000000 | cvtdq2ps xmm0, xmm0
66 0f 5b c9 | 01100110 00001111 01011011 11001001 | cvtdq2ps xmm1, xmm1
64 0f 5b c9 | 01100100 00001111 01011011 11001001 | cvtdq2ps xmm1, xmm1
66 0f 5b d2 | 01100110 00001111 01011011 11010010 | cvtdq2ps xmm2, xmm2
64 0f 5b d2 | 01100100 00001111 01011011 11010010 | cvtdq2ps xmm2, xmm2
66 0f 5b db | 01100110 00001111 01011011 11011011 | cvtdq2ps xmm3, xmm3
64 0f 5b db | 01100100 00001111 01011011 11011011 | cvtdq2ps xmm3, xmm3
66 0f 5b e4 | 01100110 00001111 01011011 11100100 | cvtdq2ps xmm4, xmm4
64 0f 5b e4 | 01100100 00001111 01011011 11100100 | cvtdq2ps xmm4, xmm4
66 0f 5b ed | 01100110 00001111 01011011 11101101 | cvtdq2ps xmm5, xmm5
64 0f 5b ed | 01100100 00001111 01011011 11101101 | cvtdq2ps xmm5, xmm5
66 0f 5b f6 | 01100110 00001111 01011011 11110110 | cvtdq2ps xmm6, xmm6
64 0f 5b f6 | 01100100 00001111 01011011 11110110 | cvtdq2ps xmm6, xmm6
66 0f 5b ff | 01100110 00001111 01011011 11111111 | cvtdq2ps xmm7, xmm7
64 0f 5b ff | 01100100 00001111 01011011 11111111 | cvtdq2ps xmm7, xmm7
66 0f 5e c0 | 01100110 00001111 01011110 11000000 | divps xmm0, xmm0
64 0f 5e c0 | 01100100 00001111 01011110 11000000 | divps xmm0, xmm0
66 0f 5e c9 | 01100110 00001111 01011110 11001001 | divps xmm1, xmm1
64 0f 5e c9 | 01100100 00001111 01011110 11001001 | divps xmm1, xmm1
66 0f 5e d2 | 01100110 00001111 01011110 11010010 | divps xmm2, xmm2
64 0f 5e d2 | 01100100 00001111 01011110 11010010 | divps xmm2, xmm2
66 0f 5e db | 01100110 00001111 01011110 11011011 | divps xmm3, xmm3
64 0f 5e db | 01100100 00001111 01011110 11011011 | divps xmm3, xmm3
66 0f 5e e4 | 01100110 00001111 01011110 11100100 | divps xmm4, xmm4
64 0f 5e e4 | 01100100 00001111 01011110 11100100 | divps xmm4, xmm4
66 0f 5e ed | 01100110 00001111 01011110 11101101 | divps xmm5, xmm5
64 0f 5e ed | 01100100 00001111 01011110 11101101 | divps xmm5, xmm5
66 0f 5e f6 | 01100110 00001111 01011110 11110110 | divps xmm6, xmm6
64 0f 5e f6 | 01100100 00001111 01011110 11110110 | divps xmm6, xmm6
66 0f 5e ff | 01100110 00001111 01011110 11111111 | divps xmm7, xmm7
64 0f 5e ff | 01100100 00001111 01011110 11111111 | divps xmm7, xmm7
66 0f 79 c0 | 01100110 00001111 01111001 11000000 | vmwrite eax, eax
64 0f 79 c0 | 01100100 00001111 01111001 11000000 | vmwrite eax, eax
66 0f 79 c9 | 01100110 00001111 01111001 11001001 | vmwrite ecx, ecx
64 0f 79 c9 | 01100100 00001111 01111001 11001001 | vmwrite ecx, ecx
66 0f 79 d2 | 01100110 00001111 01111001 11010010 | vmwrite edx, edx
64 0f 79 d2 | 01100100 00001111 01111001 11010010 | vmwrite edx, edx
66 0f 79 db | 01100110 00001111 01111001 11011011 | vmwrite ebx, ebx
64 0f 79 db | 01100100 00001111 01111001 11011011 | vmwrite ebx, ebx
66 0f 79 e4 | 01100110 00001111 01111001 11100100 | vmwrite esp, esp
64 0f 79 e4 | 01100100 00001111 01111001 11100100 | vmwrite esp, esp
66 0f 79 ed | 01100110 00001111 01111001 11101101 | vmwrite ebp, ebp
64 0f 79 ed | 01100100 00001111 01111001 11101101 | vmwrite ebp, ebp
66 0f 79 f6 | 01100110 00001111 01111001 11110110 | vmwrite esi, esi
64 0f 79 f6 | 01100100 00001111 01111001 11110110 | vmwrite esi, esi
66 0f 79 ff | 01100110 00001111 01111001 11111111 | vmwrite edi, edi
64 0f 79 ff | 01100100 00001111 01111001 11111111 | vmwrite edi, edi
66 0f 28 c0 | 01100110 00001111 00101000 11000000 | movaps xmm0, xmm0
64 0f 28 c0 | 01100100 00001111 00101000 11000000 | movaps xmm0, xmm0
66 0f 28 c9 | 01100110 00001111 00101000 11001001 | movaps xmm1, xmm1
64 0f 28 c9 | 01100100 00001111 00101000 11001001 | movaps xmm1, xmm1
66 0f 28 d2 | 01100110 00001111 00101000 11010010 | movaps xmm2, xmm2
64 0f 28 d2 | 01100100 00001111 00101000 11010010 | movaps xmm2, xmm2
66 0f 28 db | 01100110 00001111 00101000 11011011 | movaps xmm3, xmm3
64 0f 28 db | 01100100 00001111 00101000 11011011 | movaps xmm3, xmm3
66 0f 28 e4 | 01100110 00001111 00101000 11100100 | movaps xmm4, xmm4
64 0f 28 e4 | 01100100 00001111 00101000 11100100 | movaps xmm4, xmm4
66 0f 28 ed | 01100110 00001111 00101000 11101101 | movaps xmm5, xmm5
64 0f 28 ed | 01100100 00001111 00101000 11101101 | movaps xmm5, xmm5
66 0f 28 f6 | 01100110 00001111 00101000 11110110 | movaps xmm6, xmm6
64 0f 28 f6 | 01100100 00001111 00101000 11110110 | movaps xmm6, xmm6
66 0f 28 ff | 01100110 00001111 00101000 11111111 | movaps xmm7, xmm7
64 0f 28 ff | 01100100 00001111 00101000 11111111 | movaps xmm7, xmm7
66 0f 56 c0 | 01100110 00001111 01010110 11000000 | orps xmm0, xmm0
64 0f 56 c0 | 01100100 00001111 01010110 11000000 | orps xmm0, xmm0
66 0f 56 c9 | 01100110 00001111 01010110 11001001 | orps xmm1, xmm1
64 0f 56 c9 | 01100100 00001111 01010110 11001001 | orps xmm1, xmm1
66 0f 56 d2 | 01100110 00001111 01010110 11010010 | orps xmm2, xmm2
64 0f 56 d2 | 01100100 00001111 01010110 11010010 | orps xmm2, xmm2
66 0f 56 db | 01100110 00001111 01010110 11011011 | orps xmm3, xmm3
64 0f 56 db | 01100100 00001111 01010110 11011011 | orps xmm3, xmm3
66 0f 56 e4 | 01100110 00001111 01010110 11100100 | orps xmm4, xmm4
64 0f 56 e4 | 01100100 00001111 01010110 11100100 | orps xmm4, xmm4
66 0f 56 ed | 01100110 00001111 01010110 11101101 | orps xmm5, xmm5
64 0f 56 ed | 01100100 00001111 01010110 11101101 | orps xmm5, xmm5
66 0f 56 f6 | 01100110 00001111 01010110 11110110 | orps xmm6, xmm6
64 0f 56 f6 | 01100100 00001111 01010110 11110110 | orps xmm6, xmm6
66 0f 56 ff | 01100110 00001111 01010110 11111111 | orps xmm7, xmm7
64 0f 56 ff | 01100100 00001111 01010110 11111111 | orps xmm7, xmm7
66 0f 57 c0 | 01100110 00001111 01010111 11000000 | xorps xmm0, xmm0
64 0f 57 c0 | 01100100 00001111 01010111 11000000 | xorps xmm0, xmm0
66 0f 57 c9 | 01100110 00001111 01010111 11001001 | xorps xmm1, xmm1
64 0f 57 c9 | 01100100 00001111 01010111 11001001 | xorps xmm1, xmm1
66 0f 57 d2 | 01100110 00001111 01010111 11010010 | xorps xmm2, xmm2
64 0f 57 d2 | 01100100 00001111 01010111 11010010 | xorps xmm2, xmm2
66 0f 57 db | 01100110 00001111 01010111 11011011 | xorps xmm3, xmm3
64 0f 57 db | 01100100 00001111 01010111 11011011 | xorps xmm3, xmm3
66 0f 57 e4 | 01100110 00001111 01010111 11100100 | xorps xmm4, xmm4
64 0f 57 e4 | 01100100 00001111 01010111 11100100 | xorps xmm4, xmm4
66 0f 57 ed | 01100110 00001111 01010111 11101101 | xorps xmm5, xmm5
64 0f 57 ed | 01100100 00001111 01010111 11101101 | xorps xmm5, xmm5
66 0f 57 f6 | 01100110 00001111 01010111 11110110 | xorps xmm6, xmm6
64 0f 57 f6 | 01100100 00001111 01010111 11110110 | xorps xmm6, xmm6
66 0f 57 ff | 01100110 00001111 01010111 11111111 | xorps xmm7, xmm7
64 0f 57 ff | 01100100 00001111 01010111 11111111 | xorps xmm7, xmm7
66 0f 2e c0 | 01100110 00001111 00101110 11000000 | ucomiss xmm0, xmm0
64 0f 2e c0 | 01100100 00001111 00101110 11000000 | ucomiss xmm0, xmm0
66 0f 2e c9 | 01100110 00001111 00101110 11001001 | ucomiss xmm1, xmm1
64 0f 2e c9 | 01100100 00001111 00101110 11001001 | ucomiss xmm1, xmm1
66 0f 2e d2 | 01100110 00001111 00101110 11010010 | ucomiss xmm2, xmm2
64 0f 2e d2 | 01100100 00001111 00101110 11010010 | ucomiss xmm2, xmm2
66 0f 2e db | 01100110 00001111 00101110 11011011 | ucomiss xmm3, xmm3
64 0f 2e db | 01100100 00001111 00101110 11011011 | ucomiss xmm3, xmm3
66 0f 2e e4 | 01100110 00001111 00101110 11100100 | ucomiss xmm4, xmm4
64 0f 2e e4 | 01100100 00001111 00101110 11100100 | ucomiss xmm4, xmm4
66 0f 2e ed | 01100110 00001111 00101110 11101101 | ucomiss xmm5, xmm5
64 0f 2e ed | 01100100 00001111 00101110 11101101 | ucomiss xmm5, xmm5
66 0f 2e f6 | 01100110 00001111 00101110 11110110 | ucomiss xmm6, xmm6
64 0f 2e f6 | 01100100 00001111 00101110 11110110 | ucomiss xmm6, xmm6
66 0f 2e ff | 01100110 00001111 00101110 11111111 | ucomiss xmm7, xmm7
64 0f 2e ff | 01100100 00001111 00101110 11111111 | ucomiss xmm7, xmm7
66 0f f7 c0 | 01100110 00001111 11110111 11000000 | maskmovq mm0, mm0
64 0f f7 c0 | 01100100 00001111 11110111 11000000 | maskmovq mm0, mm0
66 0f f7 c9 | 01100110 00001111 11110111 11001001 | maskmovq mm1, mm1
64 0f f7 c9 | 01100100 00001111 11110111 11001001 | maskmovq mm1, mm1
66 0f f7 d2 | 01100110 00001111 11110111 11010010 | maskmovq mm2, mm2
64 0f f7 d2 | 01100100 00001111 11110111 11010010 | maskmovq mm2, mm2
66 0f f7 db | 01100110 00001111 11110111 11011011 | maskmovq mm3, mm3
64 0f f7 db | 01100100 00001111 11110111 11011011 | maskmovq mm3, mm3
66 0f f7 e4 | 01100110 00001111 11110111 11100100 | maskmovq mm4, mm4
64 0f f7 e4 | 01100100 00001111 11110111 11100100 | maskmovq mm4, mm4
66 0f f7 ed | 01100110 00001111 11110111 11101101 | maskmovq mm5, mm5
64 0f f7 ed | 01100100 00001111 11110111 11101101 | maskmovq mm5, mm5
66 0f f7 f6 | 01100110 00001111 11110111 11110110 | maskmovq mm6, mm6
64 0f f7 f6 | 01100100 00001111 11110111 11110110 | maskmovq mm6, mm6
66 0f f7 ff | 01100110 00001111 11110111 11111111 | maskmovq mm7, mm7
64 0f f7 ff | 01100100 00001111 11110111 11111111 | maskmovq mm7, mm7
66 0f 5f c0 | 01100110 00001111 01011111 11000000 | maxps xmm0, xmm0
64 0f 5f c0 | 01100100 00001111 01011111 11000000 | maxps xmm0, xmm0
66 0f 5f c9 | 01100110 00001111 01011111 11001001 | maxps xmm1, xmm1
64 0f 5f c9 | 01100100 00001111 01011111 11001001 | maxps xmm1, xmm1
66 0f 5f d2 | 01100110 00001111 01011111 11010010 | maxps xmm2, xmm2
64 0f 5f d2 | 01100100 00001111 01011111 11010010 | maxps xmm2, xmm2
66 0f 5f db | 01100110 00001111 01011111 11011011 | maxps xmm3, xmm3
64 0f 5f db | 01100100 00001111 01011111 11011011 | maxps xmm3, xmm3
66 0f 5f e4 | 01100110 00001111 01011111 11100100 | maxps xmm4, xmm4
64 0f 5f e4 | 01100100 00001111 01011111 11100100 | maxps xmm4, xmm4
66 0f 5f ed | 01100110 00001111 01011111 11101101 | maxps xmm5, xmm5
64 0f 5f ed | 01100100 00001111 01011111 11101101 | maxps xmm5, xmm5
66 0f 5f f6 | 01100110 00001111 01011111 11110110 | maxps xmm6, xmm6
64 0f 5f f6 | 01100100 00001111 01011111 11110110 | maxps xmm6, xmm6
66 0f 5f ff | 01100110 00001111 01011111 11111111 | maxps xmm7, xmm7
64 0f 5f ff | 01100100 00001111 01011111 11111111 | maxps xmm7, xmm7
66 0f 5d c0 | 01100110 00001111 01011101 11000000 | minps xmm0, xmm0
64 0f 5d c0 | 01100100 00001111 01011101 11000000 | minps xmm0, xmm0
66 0f 5d c9 | 01100110 00001111 01011101 11001001 | minps xmm1, xmm1
64 0f 5d c9 | 01100100 00001111 01011101 11001001 | minps xmm1, xmm1
66 0f 5d d2 | 01100110 00001111 01011101 11010010 | minps xmm2, xmm2
64 0f 5d d2 | 01100100 00001111 01011101 11010010 | minps xmm2, xmm2
66 0f 5d db | 01100110 00001111 01011101 11011011 | minps xmm3, xmm3
64 0f 5d db | 01100100 00001111 01011101 11011011 | minps xmm3, xmm3
66 0f 5d e4 | 01100110 00001111 01011101 11100100 | minps xmm4, xmm4
64 0f 5d e4 | 01100100 00001111 01011101 11100100 | minps xmm4, xmm4
66 0f 5d ed | 01100110 00001111 01011101 11101101 | minps xmm5, xmm5
64 0f 5d ed | 01100100 00001111 01011101 11101101 | minps xmm5, xmm5
66 0f 5d f6 | 01100110 00001111 01011101 11110110 | minps xmm6, xmm6
64 0f 5d f6 | 01100100 00001111 01011101 11110110 | minps xmm6, xmm6
66 0f 5d ff | 01100110 00001111 01011101 11111111 | minps xmm7, xmm7
64 0f 5d ff | 01100100 00001111 01011101 11111111 | minps xmm7, xmm7
66 0f 38 1c c0 | 01100110 00001111 00111000 00011100 11000000 | pabsb mm0, mm0
64 0f 38 1c c0 | 01100100 00001111 00111000 00011100 11000000 | pabsb mm0, mm0
66 0f 38 1c c9 | 01100110 00001111 00111000 00011100 11001001 | pabsb mm1, mm1
64 0f 38 1c c9 | 01100100 00001111 00111000 00011100 11001001 | pabsb mm1, mm1
66 0f 38 1c d2 | 01100110 00001111 00111000 00011100 11010010 | pabsb mm2, mm2
64 0f 38 1c d2 | 01100100 00001111 00111000 00011100 11010010 | pabsb mm2, mm2
66 0f 38 1c db | 01100110 00001111 00111000 00011100 11011011 | pabsb mm3, mm3
64 0f 38 1c db | 01100100 00001111 00111000 00011100 11011011 | pabsb mm3, mm3
66 0f 38 1c e4 | 01100110 00001111 00111000 00011100 11100100 | pabsb mm4, mm4
64 0f 38 1c e4 | 01100100 00001111 00111000 00011100 11100100 | pabsb mm4, mm4
66 0f 38 1c ed | 01100110 00001111 00111000 00011100 11101101 | pabsb mm5, mm5
64 0f 38 1c ed | 01100100 00001111 00111000 00011100 11101101 | pabsb mm5, mm5
66 0f 38 1c f6 | 01100110 00001111 00111000 00011100 11110110 | pabsb mm6, mm6
64 0f 38 1c f6 | 01100100 00001111 00111000 00011100 11110110 | pabsb mm6, mm6
66 0f 38 1c ff | 01100110 00001111 00111000 00011100 11111111 | pabsb mm7, mm7
64 0f 38 1c ff | 01100100 00001111 00111000 00011100 11111111 | pabsb mm7, mm7
66 0f 38 1e c0 | 01100110 00001111 00111000 00011110 11000000 | pabsd mm0, mm0
64 0f 38 1e c0 | 01100100 00001111 00111000 00011110 11000000 | pabsd mm0, mm0
66 0f 38 1e c9 | 01100110 00001111 00111000 00011110 11001001 | pabsd mm1, mm1
64 0f 38 1e c9 | 01100100 00001111 00111000 00011110 11001001 | pabsd mm1, mm1
66 0f 38 1e d2 | 01100110 00001111 00111000 00011110 11010010 | pabsd mm2, mm2
64 0f 38 1e d2 | 01100100 00001111 00111000 00011110 11010010 | pabsd mm2, mm2
66 0f 38 1e db | 01100110 00001111 00111000 00011110 11011011 | pabsd mm3, mm3
64 0f 38 1e db | 01100100 00001111 00111000 00011110 11011011 | pabsd mm3, mm3
66 0f 38 1e e4 | 01100110 00001111 00111000 00011110 11100100 | pabsd mm4, mm4
64 0f 38 1e e4 | 01100100 00001111 00111000 00011110 11100100 | pabsd mm4, mm4
66 0f 38 1e ed | 01100110 00001111 00111000 00011110 11101101 | pabsd mm5, mm5
64 0f 38 1e ed | 01100100 00001111 00111000 00011110 11101101 | pabsd mm5, mm5
66 0f 38 1e f6 | 01100110 00001111 00111000 00011110 11110110 | pabsd mm6, mm6
64 0f 38 1e f6 | 01100100 00001111 00111000 00011110 11110110 | pabsd mm6, mm6
66 0f 38 1e ff | 01100110 00001111 00111000 00011110 11111111 | pabsd mm7, mm7
64 0f 38 1e ff | 01100100 00001111 00111000 00011110 11111111 | pabsd mm7, mm7
66 0f 38 1d c0 | 01100110 00001111 00111000 00011101 11000000 | pabsw mm0, mm0
64 0f 38 1d c0 | 01100100 00001111 00111000 00011101 11000000 | pabsw mm0, mm0
66 0f 38 1d c9 | 01100110 00001111 00111000 00011101 11001001 | pabsw mm1, mm1
64 0f 38 1d c9 | 01100100 00001111 00111000 00011101 11001001 | pabsw mm1, mm1
66 0f 38 1d d2 | 01100110 00001111 00111000 00011101 11010010 | pabsw mm2, mm2
64 0f 38 1d d2 | 01100100 00001111 00111000 00011101 11010010 | pabsw mm2, mm2
66 0f 38 1d db | 01100110 00001111 00111000 00011101 11011011 | pabsw mm3, mm3
64 0f 38 1d db | 01100100 00001111 00111000 00011101 11011011 | pabsw mm3, mm3
66 0f 38 1d e4 | 01100110 00001111 00111000 00011101 11100100 | pabsw mm4, mm4
64 0f 38 1d e4 | 01100100 00001111 00111000 00011101 11100100 | pabsw mm4, mm4
66 0f 38 1d ed | 01100110 00001111 00111000 00011101 11101101 | pabsw mm5, mm5
64 0f 38 1d ed | 01100100 00001111 00111000 00011101 11101101 | pabsw mm5, mm5
66 0f 38 1d f6 | 01100110 00001111 00111000 00011101 11110110 | pabsw mm6, mm6
64 0f 38 1d f6 | 01100100 00001111 00111000 00011101 11110110 | pabsw mm6, mm6
66 0f 38 1d ff | 01100110 00001111 00111000 00011101 11111111 | pabsw mm7, mm7
64 0f 38 1d ff | 01100100 00001111 00111000 00011101 11111111 | pabsw mm7, mm7
66 0f 6b c0 | 01100110 00001111 01101011 11000000 | packssdw mm0, mm0
64 0f 6b c0 | 01100100 00001111 01101011 11000000 | packssdw mm0, mm0
66 0f 6b c9 | 01100110 00001111 01101011 11001001 | packssdw mm1, mm1
64 0f 6b c9 | 01100100 00001111 01101011 11001001 | packssdw mm1, mm1
66 0f 6b d2 | 01100110 00001111 01101011 11010010 | packssdw mm2, mm2
64 0f 6b d2 | 01100100 00001111 01101011 11010010 | packssdw mm2, mm2
66 0f 6b db | 01100110 00001111 01101011 11011011 | packssdw mm3, mm3
64 0f 6b db | 01100100 00001111 01101011 11011011 | packssdw mm3, mm3
66 0f 6b e4 | 01100110 00001111 01101011 11100100 | packssdw mm4, mm4
64 0f 6b e4 | 01100100 00001111 01101011 11100100 | packssdw mm4, mm4
66 0f 6b ed | 01100110 00001111 01101011 11101101 | packssdw mm5, mm5
64 0f 6b ed | 01100100 00001111 01101011 11101101 | packssdw mm5, mm5
66 0f 6b f6 | 01100110 00001111 01101011 11110110 | packssdw mm6, mm6
64 0f 6b f6 | 01100100 00001111 01101011 11110110 | packssdw mm6, mm6
